date,rented_bike_count,hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,seasons,holiday,functioning_day,season_spring,season_summer,season_autumn,season_winter
25/02/2018,612,15,0.1903553299492386,0.21428571428571427,0.36486486486486486,1900,-13.4,2.22,0,0,Winter,No Holiday,Yes,0,0,0,1
25/02/2018,688,16,0.19289340101522842,0.1836734693877551,0.43243243243243246,1930,-15.2,1.73,0,0,Winter,No Holiday,Yes,0,0,0,1
25/02/2018,589,17,0.17512690355329952,0.25510204081632654,0.3918918918918919,1795,-11.8,1.07,0,0,Winter,No Holiday,Yes,0,0,0,1
25/02/2018,402,18,0.1319796954314721,0.30612244897959184,0.37837837837837834,1877,-11,0.36,0,0,Winter,No Holiday,Yes,0,0,0,1
25/02/2018,297,19,0.07868020304568528,0.40816326530612246,0.35135135135135137,1804,-9.2,0.01,0,0,Winter,No Holiday,Yes,0,0,0,1
25/02/2018,232,20,0.03299492385786802,0.5,0.37837837837837834,1683,-8.2,0,0,0,Winter,No Holiday,Yes,0,0,0,1
25/02/2018,239,21,0.005076142131979696,0.5612244897959183,0.33783783783783783,1942,-7.7,0,0,0,Winter,No Holiday,Yes,0,0,0,1
25/02/2018,230,22,0,0.5510204081632653,0.33783783783783783,1929,-8.2,0,0,0,Winter,No Holiday,Yes,0,0,0,1
25/02/2018,173,23,0.007614213197969543,0.5918367346938775,0.13513513513513511,1945,-7.5,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,135,0,0.022842639593908632,0.6122448979591837,0.09459459459459459,1844,-7.7,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,122,1,0.030456852791878174,0.6428571428571429,0.12162162162162161,1846,-7.3,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,80,2,0.04314720812182741,0.673469387755102,0.10810810810810811,1631,-7.2,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,46,3,0.048223350253807105,0.6836734693877551,0.13513513513513511,1575,-7.2,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,46,4,0.05837563451776649,0.7040816326530612,0.14864864864864866,1411,-7.2,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,65,5,0.06345177664974619,0.7448979591836735,0.10810810810810811,1134,-6.6,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,161,6,0.0685279187817259,0.7346938775510204,0.06756756756756756,1253,-7,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,402,7,0.07868020304568528,0.6938775510204082,0.10810810810810811,1417,-8.1,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,786,8,0.07360406091370558,0.6428571428571429,0.09459459459459459,1386,-8.9,0.11,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,416,9,0.02791878172588833,0.5408163265306123,0.12162162162162161,1308,-9.4,0.72,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,289,10,0.048223350253807105,0.46938775510204084,0.14864864864864866,1233,-8.5,1.39,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,356,11,0.11675126903553298,0.37755102040816324,0.21621621621621623,1309,-8.8,1.95,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,428,12,0.17512690355329952,0.2857142857142857,0.14864864864864866,1301,-10.3,2.35,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,444,13,0.20558375634517767,0.2653061224489796,0.16216216216216214,1422,-10.2,2.48,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,455,14,0.25126903553299496,0.25510204081632654,0.2027027027027027,1401,-9.2,2.43,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,521,15,0.2614213197969543,0.23469387755102042,0.28378378378378377,1317,-9.9,2.09,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,555,16,0.24111675126903553,0.3163265306122449,0.4189189189189189,973,-6.8,1.54,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,646,17,0.22081218274111675,0.30612244897959184,0.4189189189189189,1117,-7.9,0.96,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,929,18,0.18274111675126906,0.2653061224489796,0.31081081081081074,1398,-11,0.33,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,619,19,0.13959390862944163,0.30612244897959184,0.36486486486486486,1150,-10.7,0.01,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,483,20,0.10913705583756345,0.32653061224489793,0.22972972972972971,1101,-10.9,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,512,21,0.08375634517766498,0.3673469387755102,0.18918918918918917,1110,-10.3,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,443,22,0.0685279187817259,0.40816326530612246,0.13513513513513511,1089,-9.5,0,0,0,Winter,No Holiday,Yes,0,0,0,1
26/02/2018,308,23,0.07106598984771574,0.3979591836734694,0.09459459459459459,1065,-9.8,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,236,0,0.06598984771573604,0.40816326530612246,0.24324324324324323,1095,-9.6,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,213,1,0.05329949238578681,0.4489795918367347,0.12162162162162161,1107,-8.9,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,145,2,0.03807106598984772,0.4489795918367347,0.16216216216216214,1079,-9.4,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,102,3,0.02791878172588833,0.4489795918367347,0.13513513513513511,1128,-9.8,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,62,4,0.022842639593908632,0.46938775510204084,0.10810810810810811,1140,-9.4,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,72,5,0.015228426395939087,0.5102040816326531,0.013513513513513514,1026,-8.6,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,183,6,0.015228426395939087,0.5102040816326531,0.05405405405405406,985,-8.6,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,443,7,0.03299492385786802,0.47959183673469385,0.09459459459459459,1084,-8.7,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,767,8,0.050761421319796954,0.5204081632653061,0.09459459459459459,990,-7,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,455,9,0.06345177664974619,0.5204081632653061,0.13513513513513511,866,-6.6,0.07,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,261,10,0.08375634517766498,0.47959183673469385,0.09459459459459459,818,-6.9,0.22,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,342,11,0.1218274111675127,0.41836734693877553,0.10810810810810811,792,-7.3,0.53,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,353,12,0.1370558375634518,0.37755102040816324,0.09459459459459459,815,-8.1,0.43,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,335,13,0.14720812182741116,0.3979591836734694,0.08108108108108107,931,-7.1,0.35,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,357,14,0.1598984771573604,0.40816326530612246,0.10810810810810811,943,-6.3,0.34,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,402,15,0.1700507614213198,0.4897959183673469,0.10810810810810811,817,-3.5,0.39,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,411,16,0.17512690355329952,0.5510204081632653,0.14864864864864866,692,-1.7,0.32,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,529,17,0.17258883248730963,0.5816326530612245,0.13513513513513511,623,-1.1,0.16,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,897,18,0.16751269035532995,0.6326530612244898,0.10810810810810811,522,-0.1,0.05,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,616,19,0.1548223350253807,0.4489795918367347,0.13513513513513511,750,-5.2,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,461,20,0.14974619289340102,0.4489795918367347,0.17567567567567569,733,-5.4,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,449,21,0.14467005076142134,0.46938775510204084,0.10810810810810811,727,-5,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,461,22,0.1370558375634518,0.5,0.14864864864864866,687,-4.4,0,0,0,Winter,No Holiday,Yes,0,0,0,1
27/02/2018,310,23,0.13451776649746192,0.5408163265306123,0.2027027027027027,582,-3.5,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,266,0,0.12944162436548223,0.5306122448979592,0.14864864864864866,614,-3.9,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,229,1,0.12690355329949238,0.5408163265306123,0.18918918918918917,557,-3.8,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,174,2,0.1319796954314721,0.5510204081632653,0.17567567567567569,516,-3.3,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,116,3,0.13451776649746192,0.5612244897959183,0.22972972972972971,488,-3,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,72,4,0.1370558375634518,0.5714285714285714,0.22972972972972971,472,-2.6,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,62,5,0.1319796954314721,0.6020408163265306,0.22972972972972971,437,-2.1,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,165,6,0.1319796954314721,0.6122448979591837,0.25675675675675674,430,-1.9,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,426,7,0.13959390862944163,0.6020408163265306,0.37837837837837834,448,-1.8,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,816,8,0.14467005076142134,0.5816326530612245,0.33783783783783783,458,-2.1,0.04,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,419,9,0.15736040609137056,0.5612244897959183,0.3243243243243243,478,-2.1,0.13,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,285,10,0.1649746192893401,0.5408163265306123,0.27027027027027023,518,-2.4,0.21,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,332,11,0.18020304568527917,0.5102040816326531,0.2972972972972973,534,-2.6,0.33,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,305,12,0.19289340101522842,0.4897959183673469,0.35135135135135137,600,-2.7,0.39,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,28,13,0.19289340101522842,0.5816326530612245,0.31081081081081074,554,-0.3,0.33,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,17,14,0.14467005076142134,0.8163265306122449,0.5,348,2.5,0.13,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,7,15,0.1218274111675127,0.8877551020408163,0.3918918918918919,312,2.8,0.08,4.5,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,9,16,0.10659898477157362,0.9081632653061225,0.33783783783783783,479,2.5,0.07,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,8,17,0.09644670050761421,0.9183673469387755,0.36486486486486486,654,2.3,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,11,18,0.09137055837563453,0.9183673469387755,0.28378378378378377,845,2.1,0,9.5,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,19,19,0.06345177664974619,0.9693877551020408,0.25675675675675674,838,1.7,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,8,20,0.0685279187817259,0.9795918367346939,0.2027027027027027,1479,2.1,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,10,21,0.06091370558375635,0.9693877551020408,0.33783783783783783,1349,1.6,0,9,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,13,22,0.05837563451776649,0.9795918367346939,0.25675675675675674,1207,1.7,0,0,0,Winter,No Holiday,Yes,0,0,0,1
28/02/2018,23,23,0.045685279187817264,0.9795918367346939,0.16216216216216214,745,1.2,0,0,0,Winter,No Holiday,Yes,0,0,0,1
01/03/2018,71,0,0.050761421319796954,0.9795918367346939,0.17567567567567569,1894,1.4,0,2,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,147,1,0.05329949238578681,0.9897959183673469,0.02702702702702703,859,1.6,0,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,180,2,0.050761421319796954,0.9897959183673469,0.13513513513513511,580,1.5,0,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,92,3,0.04060913705583757,0.9897959183673469,0.31081081081081074,469,1.1,0,0.1,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,28,4,0.04060913705583757,0.9897959183673469,0.14864864864864866,636,1.1,0,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,11,5,0.05583756345177666,0.9897959183673469,0.3918918918918919,362,1.7,0,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,33,6,0.07614213197969544,0.9795918367346939,0.36486486486486486,303,2.4,0,0.4,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,61,7,0.06598984771573604,0.9081632653061225,0.581081081081081,320,0.9,0,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,148,8,0.03807106598984772,0.8163265306122449,0.43243243243243246,1246,-1.5,0.04,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,160,9,0.002538071065989848,0.7959183673469388,0.6621621621621622,615,-3.2,0.09,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,191,10,0.002538071065989848,0.5408163265306123,0.7162162162162161,1022,-8.3,1.12,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,239,11,0.020304568527918784,0.5306122448979592,0.6216216216216215,1035,-7.9,2.2,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,311,12,0.012690355329949238,0.46938775510204084,0.6351351351351351,1172,-9.8,2.49,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,358,13,0.03553299492385787,0.37755102040816324,0.5405405405405405,1681,-11.7,2.95,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,375,14,0.030456852791878174,0.3673469387755102,0.8108108108108107,1430,-12.2,2.86,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,458,15,0.04060913705583757,0.35714285714285715,0.6081081081081081,1567,-12.2,2.54,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,460,16,0.03553299492385787,0.336734693877551,0.6486486486486486,1480,-13.1,1.98,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,423,17,0.010152284263959392,0.37755102040816324,0.7027027027027027,1366,-12.6,1.23,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,317,18,0.020304568527918784,0.40816326530612246,0.6351351351351351,1429,-12.7,0.43,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,231,19,0.04314720812182741,0.45918367346938777,0.4459459459459459,1375,-12.1,0.01,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,246,20,0.05583756345177666,0.5,0.47297297297297297,1325,-11.4,0,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,212,21,0.07614213197969544,0.5102040816326531,0.5,1301,-11.9,0,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,190,22,0.09137055837563453,0.5306122448979592,0.5,1277,-12,0,0,0,Spring,Holiday,Yes,1,0,0,0
01/03/2018,190,23,0.10152284263959391,0.5306122448979592,0.45945945945945943,1272,-12.4,0,0,0,Spring,Holiday,Yes,1,0,0,0
02/03/2018,156,0,0.10913705583756345,0.5408163265306123,0.35135135135135137,1334,-12.4,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,108,1,0.11675126903553298,0.5306122448979592,0.28378378378378377,1372,-12.9,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,71,2,0.13451776649746192,0.5306122448979592,0.16216216216216214,1434,-13.6,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,49,3,0.14467005076142134,0.5102040816326531,0.22972972972972971,1559,-14.4,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,47,4,0.14720812182741116,0.4897959183673469,0.2027027027027027,1552,-15,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,65,5,0.1548223350253807,0.5,0.13513513513513511,1621,-15.1,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,135,6,0.16243654822335027,0.5102040816326531,0.2027027027027027,1593,-15.1,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,401,7,0.16751269035532995,0.5306122448979592,0.06756756756756756,1555,-14.8,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,617,8,0.15736040609137056,0.45918367346938777,0.05405405405405406,1600,-16.2,0.17,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,343,9,0.11675126903553298,0.3469387755102041,0.16216216216216214,1583,-18.1,0.87,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,274,10,0.045685279187817264,0.30612244897959184,0.28378378378378377,1608,-17.1,1.59,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,343,11,0.002538071065989848,0.30612244897959184,0.24324324324324323,1640,-15.4,2.19,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,388,12,0.045685279187817264,0.2653061224489796,0.2972972972972973,1556,-15.7,2.61,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,375,13,0.05837563451776649,0.22448979591836735,0.4189189189189189,1627,-17.2,2.83,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,450,14,0.08629441624365482,0.23469387755102042,0.3243243243243243,1545,-15.8,2.74,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,463,15,0.10913705583756345,0.22448979591836735,0.17567567567567569,1837,-15.6,2.48,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,574,16,0.1319796954314721,0.21428571428571427,0.28378378378378377,1721,-15.4,1.97,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,631,17,0.10913705583756345,0.21428571428571427,0.33783783783783783,1961,-16.1,1.13,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,854,18,0.08883248730964467,0.22448979591836735,0.12162162162162161,1961,-16.2,0.43,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,568,19,0.050761421319796954,0.2653061224489796,0.31081081081081074,1985,-15.5,0.02,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,427,20,0.030456852791878174,0.35714285714285715,0.33783783783783783,1977,-12.6,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,396,21,0.025380710659898477,0.3469387755102041,0.18918918918918917,1880,-13.1,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,414,22,0.012690355329949238,0.3877551020408163,0.12162162162162161,1907,-12.2,0,0,0,Spring,No Holiday,Yes,1,0,0,0
02/03/2018,284,23,0.007614213197969543,0.3877551020408163,0.02702702702702703,1895,-12.3,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,218,0,0.012690355329949238,0.3469387755102041,0.05405405405405406,1889,-13.5,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,229,1,0.015228426395939087,0.3673469387755102,0.05405405405405406,1933,-12.7,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,176,2,0.022842639593908632,0.35714285714285715,0.06756756756756756,1856,-12.8,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,149,3,0.020304568527918784,0.3877551020408163,0.10810810810810811,1594,-11.9,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,93,4,0.015228426395939087,0.4387755102040816,0.12162162162162161,1599,-10.5,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,55,5,0.020304568527918784,0.3979591836734694,0.13513513513513511,1463,-11.6,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,71,6,0.012690355329949238,0.42857142857142855,0.12162162162162161,1543,-10.9,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,159,7,0.002538071065989848,0.4387755102040816,0.18918918918918917,1502,-11,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,306,8,0.010152284263959392,0.3877551020408163,0.24324324324324323,1564,-12.3,0.16,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,329,9,0.05583756345177666,0.30612244897959184,0.2027027027027027,1513,-13.6,0.81,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,354,10,0.12944162436548223,0.2755102040816326,0.16216216216216214,1563,-12.4,1.54,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,431,11,0.20558375634517767,0.21428571428571427,0.28378378378378377,1738,-12.9,2.15,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,605,12,0.2715736040609137,0.16326530612244897,0.22972972972972971,1657,-14.1,2.56,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,771,13,0.3096446700507614,0.14285714285714285,0.21621621621621623,1896,-14.5,2.75,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,1025,14,0.3654822335025381,0.14285714285714285,0.18918918918918917,1833,-12.8,2.66,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,1238,15,0.40609137055837563,0.14285714285714285,0.2972972972972973,1828,-11.5,2.33,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,1285,16,0.401015228426396,0.15306122448979592,0.35135135135135137,1867,-10.8,1.7,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,1197,17,0.3807106598984772,0.22448979591836735,0.33783783783783783,1946,-6.5,0.96,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,920,18,0.35279187817258884,0.2653061224489796,0.25675675675675674,1995,-5.3,0.41,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,630,19,0.3223350253807106,0.32653061224489793,0.31081081081081074,2000,-3.6,0.01,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,631,20,0.2817258883248731,0.5204081632653061,0.5,1957,1.3,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,588,21,0.2614213197969543,0.5306122448979592,0.2972972972972973,1843,0.8,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,516,22,0.25888324873096447,0.5,0.22972972972972971,1972,0,0,0,0,Spring,No Holiday,Yes,1,0,0,0
03/03/2018,215,23,0.2385786802030457,0.7551020408163265,0.21621621621621623,559,4.9,0,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,161,0,0.21573604060913706,0.8877551020408163,0.12162162162162161,303,6.4,0,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,118,1,0.21065989847715738,0.9285714285714286,0.013513513513513514,282,6.9,0,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,95,2,0.21065989847715738,0.9693877551020408,0.040540540540540536,243,7.5,0,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,90,3,0.21573604060913706,0.9795918367346939,0.05405405405405406,238,7.8,0,0.1,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,34,4,0.22335025380710663,0.9693877551020408,0.02702702702702703,218,8,0,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,15,5,0.22335025380710663,0.9795918367346939,0.16216216216216214,196,8.1,0,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,20,6,0.2182741116751269,0.9795918367346939,0.09459459459459459,224,7.9,0,0.2,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,23,7,0.21319796954314724,0.9897959183673469,0.35135135135135137,122,7.9,0,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,70,8,0.21065989847715738,0.9897959183673469,0.08108108108108107,152,7.8,0.01,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,157,9,0.22335025380710663,0.9897959183673469,0.17567567567567569,196,8.3,0.2,0.2,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,239,10,0.2487309644670051,0.9183673469387755,0.10810810810810811,335,8.2,0.64,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,273,11,0.2563451776649746,0.8979591836734694,0.09459459459459459,453,8.1,0.34,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,358,12,0.2715736040609137,0.8673469387755102,0.12162162162162161,393,8.2,0.52,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,429,13,0.2741116751269036,0.8571428571428571,0.16216216216216214,400,8.1,0.44,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,475,14,0.28426395939086296,0.8469387755102041,0.14864864864864866,518,8.4,0.45,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,468,15,0.2969543147208122,0.826530612244898,0.16216216216216214,616,8.5,0.53,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,396,16,0.2969543147208122,0.8367346938775511,0.14864864864864866,753,8.7,0.32,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,492,17,0.29949238578680204,0.8367346938775511,0.22972972972972971,990,8.8,0.4,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,436,18,0.2918781725888325,0.826530612244898,0.2027027027027027,1475,8.3,0.07,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,289,19,0.28426395939086296,0.826530612244898,0.31081081081081074,1614,8,0,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,26,20,0.2868020304568528,0.8163265306122449,0.16216216216216214,1978,7.9,0,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,7,21,0.26903553299492383,0.9081632653061225,0.28378378378378377,606,8.8,0,2,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,8,22,0.2436548223350254,0.9387755102040817,0.33783783783783783,721,8.3,0,0,0,Spring,No Holiday,Yes,1,0,0,0
04/03/2018,9,23,0.22081218274111675,0.9285714285714286,0.3918918918918919,957,7.3,0,0,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,22,0,0.19289340101522842,0.8979591836734694,0.33783783783783783,1974,5.7,0,9,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,23,1,0.17766497461928935,0.8979591836734694,0.33783783783783783,2000,5.1,0,0,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,9,2,0.1598984771573604,0.9081632653061225,0.2972972972972973,1456,4.6,0,0,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,2,3,0.14467005076142134,0.9387755102040817,0.27027027027027023,458,4.4,0,1.5,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,4,4,0.12944162436548223,0.9183673469387755,0.35135135135135137,1005,3.5,0,0,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,22,5,0.11928934010152285,0.9081632653061225,0.31081081081081074,1242,3,0,0,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,20,6,0.10659898477157362,0.8877551020408163,0.27027027027027023,1979,2.2,0,2,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,85,7,0.09644670050761421,0.8877551020408163,0.2972972972972973,2000,1.8,0,0,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,184,8,0.09137055837563453,0.8979591836734694,0.31081081081081074,2000,1.7,0.03,0,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,211,9,0.09390862944162437,0.8673469387755102,0.24324324324324323,2000,1.4,0.17,0,0,Spring,No Holiday,Yes,1,0,0,0
05/03/2018,232,10,0.11167512690355332,0.8163265306122449,0.24324324324324323,2000,1.2,0.56,0,0,Spring,No Holiday,Yes,1,0,0,0
